studentID,name,birthDate,address,schoolCode,"P5_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)","P6_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)",applicationID,choicePartB (Top 3 Choices)
KT2025792,Alexander Wilson,04/17/2013,19 Lei Yue Mun,KTPS013,"21,72,40,35,95,56,15","15,0,16,80,86,42,29",APP2025792,"KTSS002,KTSS016,KTSS012,KTSS003,KTSS010,KTSS020,KTSS018,KTSS005,KTSS011,KTSS017,KTSS001,KTSS019,KTSS009,KTSS006,KTSS008,KTSS014,KTSS007,KTSS015,KTSS013,KTSS004"
KT2025793,Isabella Taylor,09/05/2013,65 Kowloon Bay,KTPS006,"13,19,13,14,14,46,44","2,46,83,77,22,33,67",APP2025793,"KTSS008,KTSS016,KTSS012,KTSS017,KTSS010,KTSS005,KTSS002,KTSS001,KTSS007,KTSS015,KTSS019,KTSS013,KTSS014,KTSS006,KTSS004,KTSS003,KTSS018,KTSS020,KTSS009,KTSS011"
KT2025794,John Martin,07/23/2013,74 Kwun Tong Rd,KTPS016,"1,68,77,57,89,17,13","29,52,92,16,52,9,79",APP2025794,"KTSS017,KTSS002,KTSS003,KTSS018,KTSS010,KTSS015,KTSS009,KTSS020,KTSS008,KTSS014,KTSS007,KTSS011,KTSS005,KTSS012,KTSS016,KTSS001,KTSS006,KTSS004,KTSS013,KTSS019"
KT2025795,Mia Davis,04/29/2013,3 Kwun Tong Bypass,KTPS005,"66,53,24,0,42,97,4","52,56,23,14,67,23,90",APP2025795,"KTSS018,KTSS019,KTSS006,KTSS012,KTSS004,KTSS005,KTSS017,KTSS011,KTSS003,KTSS009,KTSS015,KTSS001,KTSS008,KTSS016,KTSS014,KTSS020,KTSS002,KTSS010,KTSS007,KTSS013"
KT2025796,Michael Moore,04/22/2013,25 Kwun Tong Rd,KTPS019,"30,38,18,40,49,58,71","44,96,86,50,64,49,63",APP2025796,"KTSS017,KTSS006,KTSS016,KTSS018,KTSS003,KTSS004,KTSS005,KTSS009,KTSS015,KTSS019,KTSS010,KTSS011,KTSS013,KTSS014,KTSS007,KTSS008,KTSS001,KTSS020,KTSS002,KTSS012"
KT2025797,James Moore,02/19/2013,1 Sau Mau Ping,KTPS007,"41,68,37,72,43,45,36","10,40,9,68,95,40,11",APP2025797,"KTSS020,KTSS006,KTSS016,KTSS001,KTSS015,KTSS002,KTSS009,KTSS013,KTSS017,KTSS008,KTSS007,KTSS019,KTSS004,KTSS014,KTSS018,KTSS005,KTSS010,KTSS003,KTSS011,KTSS012"
KT2025798,Mia Brown,11/10/2013,59 Yau Tong Bay,KTPS017,"96,79,38,82,14,47,80","30,85,20,3,73,45,29",APP2025798,"KTSS006,KTSS011,KTSS013,KTSS014,KTSS004,KTSS020,KTSS005,KTSS017,KTSS003,KTSS015,KTSS001,KTSS009,KTSS010,KTSS016,KTSS008,KTSS007,KTSS002,KTSS019,KTSS018,KTSS012"
KT2025799,Mary Taylor,12/06/2013,38 Kwun Tong Rd,KTPS006,"37,78,84,31,32,33,1","79,12,35,16,42,85,37",APP2025799,"KTSS009,KTSS020,KTSS007,KTSS004,KTSS002,KTSS014,KTSS006,KTSS011,KTSS008,KTSS013,KTSS016,KTSS005,KTSS017,KTSS018,KTSS001,KTSS015,KTSS012,KTSS019,KTSS003,KTSS010"
KT2025800,Charlotte Rodriguez,04/19/2013,55 Ngau Tau Kok Rd,KTPS017,"66,51,7,16,21,83,6","95,40,85,37,17,96,51",APP2025800,"KTSS017,KTSS005,KTSS001,KTSS014,KTSS012,KTSS010,KTSS008,KTSS003,KTSS019,KTSS011,KTSS013,KTSS020,KTSS016,KTSS009,KTSS007,KTSS018,KTSS004,KTSS006,KTSS002,KTSS015"
KT2025801,Matthew Rodriguez,11/23/2013,97 Hoi Yuen Road,KTPS017,"83,19,10,95,100,29,48","35,50,48,48,61,79,41",APP2025801,"KTSS004,KTSS018,KTSS009,KTSS012,KTSS005,KTSS014,KTSS015,KTSS020,KTSS006,KTSS013,KTSS002,KTSS001,KTSS007,KTSS011,KTSS019,KTSS008,KTSS003,KTSS017,KTSS016,KTSS010"
KT2025802,Daniel Brown,05/11/2013,42 Kowloon Bay,KTPS016,"87,40,32,79,17,58,4","76,65,75,90,66,14,99",APP2025802,"KTSS012,KTSS019,KTSS003,KTSS014,KTSS009,KTSS007,KTSS005,KTSS006,KTSS011,KTSS018,KTSS015,KTSS002,KTSS004,KTSS017,KTSS001,KTSS020,KTSS010,KTSS016,KTSS008,KTSS013"
KT2025803,Mary Gonzalez,10/02/2013,20 Ngau Tau Kok Rd,KTPS015,"78,63,62,67,3,32,69","38,0,90,75,61,79,73",APP2025803,"KTSS017,KTSS004,KTSS010,KTSS011,KTSS020,KTSS012,KTSS019,KTSS002,KTSS016,KTSS006,KTSS008,KTSS015,KTSS009,KTSS013,KTSS018,KTSS007,KTSS014,KTSS001,KTSS003,KTSS005"
KT2025804,Alexander Jones,06/07/2013,65 Kwun Tong Rd,KTPS004,"66,39,48,33,78,13,84","83,50,54,41,0,14,54",APP2025804,"KTSS008,KTSS014,KTSS011,KTSS002,KTSS004,KTSS013,KTSS006,KTSS010,KTSS005,KTSS001,KTSS020,KTSS017,KTSS007,KTSS019,KTSS016,KTSS015,KTSS018,KTSS003,KTSS009,KTSS012"
KT2025805,Michael Johnson,02/14/2013,85 Lam Tin Road,KTPS004,"57,1,55,32,99,37,59","90,62,70,62,67,59,96",APP2025805,"KTSS001,KTSS002,KTSS017,KTSS008,KTSS016,KTSS018,KTSS006,KTSS013,KTSS014,KTSS015,KTSS011,KTSS004,KTSS010,KTSS020,KTSS009,KTSS012,KTSS007,KTSS005,KTSS003,KTSS019"
KT2025806,Mia Taylor,10/13/2013,20 Kwun Tong Rd,KTPS001,"12,29,91,93,20,61,54","29,82,74,93,72,41,8",APP2025806,"KTSS013,KTSS010,KTSS014,KTSS018,KTSS011,KTSS005,KTSS017,KTSS001,KTSS002,KTSS019,KTSS016,KTSS009,KTSS008,KTSS015,KTSS007,KTSS003,KTSS012,KTSS004,KTSS006,KTSS020"
KT2025807,Sophia Martin,12/11/2013,28 Ngau Tau Kok Rd,KTPS017,"9,77,52,66,22,60,88","65,55,76,74,30,84,98",APP2025807,"KTSS014,KTSS001,KTSS006,KTSS015,KTSS005,KTSS011,KTSS012,KTSS008,KTSS002,KTSS013,KTSS016,KTSS018,KTSS009,KTSS010,KTSS017,KTSS020,KTSS007,KTSS003,KTSS019,KTSS004"
KT2025808,Isabella Brown,10/18/2013,59 Kwun Tong Bypass,KTPS017,"27,85,34,74,93,84,67","98,39,61,54,53,52,83",APP2025808,"KTSS016,KTSS018,KTSS014,KTSS015,KTSS008,KTSS010,KTSS011,KTSS017,KTSS001,KTSS005,KTSS009,KTSS020,KTSS002,KTSS006,KTSS004,KTSS007,KTSS003,KTSS013,KTSS019,KTSS012"
KT2025809,Olivia Williams,04/08/2013,51 Kowloon Bay,KTPS001,"93,33,2,96,28,18,29","77,83,42,22,49,31,61",APP2025809,"KTSS013,KTSS006,KTSS016,KTSS003,KTSS009,KTSS001,KTSS018,KTSS019,KTSS020,KTSS017,KTSS004,KTSS015,KTSS005,KTSS008,KTSS010,KTSS011,KTSS014,KTSS002,KTSS012,KTSS007"
KT2025810,Michael Davis,07/13/2013,59 Yau Tong Bay,KTPS014,"100,74,76,47,65,40,22","18,83,66,30,24,51,52",APP2025810,"KTSS006,KTSS020,KTSS013,KTSS014,KTSS011,KTSS010,KTSS012,KTSS005,KTSS008,KTSS001,KTSS018,KTSS004,KTSS009,KTSS007,KTSS015,KTSS016,KTSS017,KTSS002,KTSS003,KTSS019"
KT2025811,Mary Williams,10/18/2013,36 Hoi Yuen Road,KTPS016,"1,94,90,7,98,23,80","56,87,90,60,89,65,95",APP2025811,"KTSS020,KTSS003,KTSS008,KTSS010,KTSS019,KTSS018,KTSS005,KTSS002,KTSS007,KTSS006,KTSS004,KTSS016,KTSS009,KTSS012,KTSS015,KTSS011,KTSS001,KTSS014,KTSS017,KTSS013"
KT2025812,Sarah Brown,10/07/2013,54 Ngau Tau Kok Rd,KTPS005,"8,34,10,36,1,91,85","76,43,55,25,64,22,2",APP2025812,"KTSS008,KTSS010,KTSS004,KTSS015,KTSS011,KTSS002,KTSS014,KTSS001,KTSS013,KTSS017,KTSS007,KTSS019,KTSS006,KTSS009,KTSS005,KTSS016,KTSS003,KTSS020,KTSS012,KTSS018"
KT2025813,Ethan Johnson,06/08/2013,65 Kowloon Bay,KTPS003,"49,61,75,43,86,96,13","70,49,76,20,25,7,75",APP2025813,"KTSS010,KTSS014,KTSS004,KTSS001,KTSS006,KTSS007,KTSS019,KTSS003,KTSS009,KTSS012,KTSS011,KTSS008,KTSS017,KTSS016,KTSS015,KTSS005,KTSS020,KTSS018,KTSS002,KTSS013"
KT2025814,Harper Davis,03/25/2013,15 Kwun Tong Bypass,KTPS004,"65,99,51,51,33,79,78","18,32,5,1,1,80,17",APP2025814,"KTSS020,KTSS019,KTSS003,KTSS017,KTSS002,KTSS016,KTSS005,KTSS012,KTSS009,KTSS010,KTSS007,KTSS001,KTSS014,KTSS006,KTSS018,KTSS015,KTSS004,KTSS011,KTSS013,KTSS008"
KT2025815,Daniel Garcia,08/08/2013,62 Kwun Tong Bypass,KTPS019,"7,71,47,85,22,8,2","61,44,90,5,100,71,1",APP2025815,"KTSS008,KTSS005,KTSS004,KTSS009,KTSS011,KTSS016,KTSS019,KTSS010,KTSS003,KTSS006,KTSS012,KTSS001,KTSS007,KTSS018,KTSS015,KTSS020,KTSS013,KTSS002,KTSS017,KTSS014"
KT2025816,Daniel Taylor,02/10/2013,46 Kwun Tong Rd,KTPS006,"9,52,47,91,1,43,49","78,25,78,21,30,94,58",APP2025816,"KTSS008,KTSS002,KTSS004,KTSS014,KTSS020,KTSS009,KTSS003,KTSS015,KTSS019,KTSS010,KTSS017,KTSS018,KTSS012,KTSS005,KTSS011,KTSS016,KTSS007,KTSS013,KTSS001,KTSS006"
KT2025817,Amelia Garcia,10/09/2013,89 Tsui Ping Rd,KTPS015,"21,71,11,9,99,92,50","13,2,79,61,76,2,69",APP2025817,"KTSS010,KTSS001,KTSS004,KTSS013,KTSS011,KTSS006,KTSS007,KTSS018,KTSS020,KTSS015,KTSS003,KTSS005,KTSS019,KTSS002,KTSS016,KTSS012,KTSS009,KTSS008,KTSS014,KTSS017"
KT2025818,Benjamin Moore,06/11/2013,43 Lam Tin Road,KTPS018,"22,18,73,61,36,49,99","52,47,36,38,72,53,36",APP2025818,"KTSS018,KTSS013,KTSS019,KTSS001,KTSS012,KTSS005,KTSS007,KTSS009,KTSS020,KTSS017,KTSS011,KTSS015,KTSS014,KTSS006,KTSS004,KTSS003,KTSS008,KTSS010,KTSS002,KTSS016"
KT2025819,Michael Wilson,01/07/2013,90 Sau Mau Ping,KTPS015,"18,4,60,92,59,57,42","43,42,86,77,66,74,92",APP2025819,"KTSS012,KTSS013,KTSS011,KTSS005,KTSS015,KTSS004,KTSS009,KTSS001,KTSS019,KTSS003,KTSS014,KTSS017,KTSS010,KTSS020,KTSS008,KTSS018,KTSS006,KTSS016,KTSS007,KTSS002"
KT2025820,Matthew Taylor,04/12/2013,9 Hoi Yuen Road,KTPS005,"50,11,74,86,4,41,50","72,95,100,43,87,23,90",APP2025820,"KTSS018,KTSS003,KTSS016,KTSS002,KTSS011,KTSS019,KTSS014,KTSS010,KTSS008,KTSS007,KTSS017,KTSS013,KTSS015,KTSS005,KTSS006,KTSS001,KTSS020,KTSS009,KTSS012,KTSS004"
KT2025821,Daniel Thomas,05/07/2013,77 Yau Tong Bay,KTPS018,"46,20,30,60,78,8,65","79,29,43,62,2,48,95",APP2025821,"KTSS018,KTSS008,KTSS011,KTSS010,KTSS020,KTSS016,KTSS007,KTSS003,KTSS013,KTSS001,KTSS012,KTSS015,KTSS009,KTSS014,KTSS017,KTSS019,KTSS002,KTSS004,KTSS006,KTSS005"
KT2025822,Charlotte Taylor,12/22/2013,19 Lei Yue Mun,KTPS010,"72,88,65,63,37,69,46","64,70,63,18,95,48,12",APP2025822,"KTSS018,KTSS017,KTSS010,KTSS019,KTSS003,KTSS006,KTSS020,KTSS004,KTSS015,KTSS007,KTSS012,KTSS008,KTSS002,KTSS014,KTSS009,KTSS005,KTSS016,KTSS013,KTSS001,KTSS011"
KT2025823,Sophia Johnson,12/26/2013,54 Lei Yue Mun,KTPS003,"77,44,26,39,98,99,37","60,83,14,13,98,88,17",APP2025823,"KTSS012,KTSS005,KTSS007,KTSS019,KTSS017,KTSS006,KTSS013,KTSS014,KTSS004,KTSS010,KTSS016,KTSS020,KTSS009,KTSS011,KTSS001,KTSS018,KTSS015,KTSS003,KTSS008,KTSS002"
KT2025824,Alexander Lopez,08/19/2013,67 Tsui Ping Rd,KTPS003,"80,58,75,61,36,34,0","84,72,72,98,59,74,81",APP2025824,"KTSS001,KTSS014,KTSS018,KTSS009,KTSS020,KTSS006,KTSS013,KTSS002,KTSS010,KTSS003,KTSS015,KTSS016,KTSS011,KTSS017,KTSS004,KTSS019,KTSS012,KTSS008,KTSS005,KTSS007"
KT2025825,Alexander Martinez,07/09/2013,51 Hoi Yuen Road,KTPS016,"34,77,43,22,98,36,45","0,4,61,11,17,63,37",APP2025825,"KTSS018,KTSS003,KTSS006,KTSS007,KTSS008,KTSS001,KTSS017,KTSS013,KTSS020,KTSS011,KTSS015,KTSS005,KTSS009,KTSS016,KTSS012,KTSS014,KTSS004,KTSS010,KTSS019,KTSS002"
KT2025826,Matthew Martin,07/14/2013,100 Sau Mau Ping,KTPS005,"18,9,70,23,98,46,43","50,13,24,79,60,61,75",APP2025826,"KTSS007,KTSS002,KTSS004,KTSS010,KTSS005,KTSS011,KTSS016,KTSS013,KTSS018,KTSS012,KTSS015,KTSS020,KTSS019,KTSS009,KTSS017,KTSS001,KTSS008,KTSS014,KTSS006,KTSS003"
KT2025827,Sophia Thomas,02/26/2013,49 Kwun Tong Rd,KTPS018,"17,38,24,4,15,90,47","25,8,43,82,44,27,74",APP2025827,"KTSS010,KTSS008,KTSS006,KTSS017,KTSS003,KTSS015,KTSS004,KTSS016,KTSS007,KTSS014,KTSS019,KTSS011,KTSS013,KTSS020,KTSS005,KTSS009,KTSS001,KTSS018,KTSS002,KTSS012"
KT2025828,Sophia Johnson,05/29/2013,65 Sau Mau Ping,KTPS012,"88,21,56,88,80,29,32","61,22,24,58,32,95,0",APP2025828,"KTSS001,KTSS007,KTSS013,KTSS016,KTSS011,KTSS010,KTSS014,KTSS003,KTSS017,KTSS020,KTSS004,KTSS009,KTSS002,KTSS012,KTSS015,KTSS005,KTSS018,KTSS019,KTSS008,KTSS006"
KT2025829,William Smith,09/19/2013,24 Hoi Yuen Road,KTPS006,"22,26,15,9,78,85,91","85,48,84,98,50,1,7",APP2025829,"KTSS009,KTSS013,KTSS017,KTSS018,KTSS019,KTSS016,KTSS001,KTSS015,KTSS006,KTSS011,KTSS008,KTSS005,KTSS004,KTSS007,KTSS020,KTSS002,KTSS003,KTSS012,KTSS014,KTSS010"
KT2025830,James Jackson,09/29/2013,84 Kowloon Bay,KTPS013,"50,64,9,55,7,84,71","79,58,62,36,90,7,56",APP2025830,"KTSS009,KTSS003,KTSS012,KTSS020,KTSS017,KTSS002,KTSS015,KTSS016,KTSS010,KTSS005,KTSS004,KTSS006,KTSS013,KTSS014,KTSS018,KTSS011,KTSS008,KTSS019,KTSS007,KTSS001"
KT2025831,Daniel Taylor,11/16/2013,46 Kwun Tong Rd,KTPS002,"31,37,64,98,4,84,32","0,6,78,75,82,79,10",APP2025831,"KTSS016,KTSS015,KTSS017,KTSS003,KTSS009,KTSS019,KTSS006,KTSS010,KTSS013,KTSS012,KTSS008,KTSS018,KTSS007,KTSS001,KTSS014,KTSS011,KTSS004,KTSS002,KTSS005,KTSS020"
KT2025832,Amelia Garcia,01/24/2013,71 Yau Tong Bay,KTPS008,"81,62,24,37,68,30,12","12,0,61,1,49,9,92",APP2025832,"KTSS009,KTSS016,KTSS003,KTSS010,KTSS017,KTSS001,KTSS002,KTSS007,KTSS014,KTSS011,KTSS006,KTSS018,KTSS004,KTSS005,KTSS015,KTSS020,KTSS019,KTSS013,KTSS008,KTSS012"
KT2025833,Ethan Jones,04/06/2013,10 Kowloon Bay,KTPS015,"52,34,0,26,80,90,49","72,47,82,9,34,26,70",APP2025833,"KTSS005,KTSS008,KTSS001,KTSS002,KTSS016,KTSS014,KTSS015,KTSS011,KTSS004,KTSS020,KTSS010,KTSS003,KTSS012,KTSS018,KTSS006,KTSS019,KTSS017,KTSS013,KTSS009,KTSS007"
KT2025834,Mary Johnson,05/04/2013,55 Lei Yue Mun,KTPS005,"20,16,54,5,43,46,56","69,11,53,51,10,4,4",APP2025834,"KTSS011,KTSS007,KTSS017,KTSS014,KTSS020,KTSS001,KTSS005,KTSS010,KTSS002,KTSS003,KTSS008,KTSS013,KTSS015,KTSS006,KTSS016,KTSS009,KTSS004,KTSS019,KTSS018,KTSS012"
KT2025835,Olivia Johnson,07/27/2013,57 Lei Yue Mun,KTPS011,"98,55,22,45,50,95,78","20,70,41,13,16,94,95",APP2025835,"KTSS017,KTSS001,KTSS012,KTSS006,KTSS009,KTSS014,KTSS018,KTSS010,KTSS004,KTSS008,KTSS013,KTSS011,KTSS015,KTSS003,KTSS007,KTSS002,KTSS016,KTSS020,KTSS019,KTSS005"
KT2025836,Alexander Taylor,05/06/2013,68 Lam Tin Road,KTPS007,"39,90,20,1,46,56,9","63,20,76,21,18,57,97",APP2025836,"KTSS005,KTSS016,KTSS017,KTSS013,KTSS018,KTSS001,KTSS007,KTSS002,KTSS019,KTSS015,KTSS008,KTSS006,KTSS009,KTSS012,KTSS014,KTSS011,KTSS004,KTSS003,KTSS020,KTSS010"
KT2025837,Daniel Martin,04/23/2013,92 Kowloon Bay,KTPS007,"92,43,40,81,52,65,46","57,77,25,41,72,57,40",APP2025837,"KTSS015,KTSS017,KTSS016,KTSS014,KTSS001,KTSS004,KTSS007,KTSS013,KTSS003,KTSS012,KTSS011,KTSS018,KTSS005,KTSS008,KTSS020,KTSS006,KTSS009,KTSS010,KTSS019,KTSS002"
KT2025838,James Johnson,06/28/2013,36 Kwun Tong Bypass,KTPS009,"35,29,58,70,66,74,2","42,71,54,63,67,18,93",APP2025838,"KTSS013,KTSS019,KTSS003,KTSS011,KTSS015,KTSS012,KTSS009,KTSS004,KTSS007,KTSS016,KTSS017,KTSS002,KTSS010,KTSS005,KTSS008,KTSS006,KTSS001,KTSS018,KTSS020,KTSS014"
KT2025839,Ethan Martinez,01/31/2013,64 Yau Tong Bay,KTPS019,"36,53,77,13,76,67,39","51,55,32,61,75,39,1",APP2025839,"KTSS012,KTSS001,KTSS010,KTSS016,KTSS006,KTSS005,KTSS003,KTSS015,KTSS007,KTSS004,KTSS009,KTSS013,KTSS008,KTSS019,KTSS017,KTSS011,KTSS020,KTSS014,KTSS018,KTSS002"
KT2025840,Harper Jones,06/23/2013,10 Kwun Tong Rd,KTPS002,"28,84,99,39,81,65,54","6,87,98,89,65,3,93",APP2025840,"KTSS016,KTSS010,KTSS017,KTSS011,KTSS003,KTSS013,KTSS006,KTSS002,KTSS019,KTSS005,KTSS015,KTSS008,KTSS004,KTSS009,KTSS018,KTSS012,KTSS007,KTSS001,KTSS020,KTSS014"
KT2025841,Sophia Gonzalez,12/31/2013,71 Kowloon Bay,KTPS020,"62,72,93,21,100,42,4","93,34,37,17,9,76,87",APP2025841,"KTSS005,KTSS008,KTSS011,KTSS010,KTSS006,KTSS015,KTSS004,KTSS018,KTSS001,KTSS003,KTSS012,KTSS013,KTSS020,KTSS002,KTSS007,KTSS019,KTSS016,KTSS014,KTSS009,KTSS017"
KT2025842,Mary Johnson,03/19/2013,56 Kwun Tong Bypass,KTPS008,"49,76,1,79,94,81,50","80,32,19,93,38,88,47",APP2025842,"KTSS015,KTSS013,KTSS004,KTSS007,KTSS001,KTSS003,KTSS011,KTSS017,KTSS016,KTSS008,KTSS005,KTSS014,KTSS010,KTSS002,KTSS006,KTSS019,KTSS018,KTSS009,KTSS020,KTSS012"
KT2025843,Benjamin Anderson,06/09/2013,21 Hoi Yuen Road,KTPS004,"88,55,28,41,48,89,42","5,36,5,77,62,49,62",APP2025843,"KTSS010,KTSS013,KTSS020,KTSS009,KTSS012,KTSS008,KTSS004,KTSS014,KTSS007,KTSS015,KTSS002,KTSS018,KTSS017,KTSS019,KTSS016,KTSS003,KTSS006,KTSS001,KTSS005,KTSS011"
KT2025844,Mary Miller,02/27/2013,48 Hoi Yuen Road,KTPS005,"5,22,89,39,85,21,13","11,99,21,88,75,49,24",APP2025844,"KTSS005,KTSS017,KTSS008,KTSS004,KTSS018,KTSS007,KTSS009,KTSS013,KTSS020,KTSS001,KTSS015,KTSS011,KTSS014,KTSS003,KTSS012,KTSS019,KTSS006,KTSS010,KTSS016,KTSS002"
KT2025845,James Jackson,03/16/2013,33 Yau Tong Bay,KTPS014,"99,40,29,18,75,9,16","20,14,23,67,1,56,31",APP2025845,"KTSS008,KTSS016,KTSS020,KTSS011,KTSS005,KTSS003,KTSS015,KTSS010,KTSS004,KTSS019,KTSS014,KTSS009,KTSS001,KTSS002,KTSS017,KTSS006,KTSS013,KTSS007,KTSS012,KTSS018"
KT2025846,Charlotte Anderson,05/31/2013,30 Yau Tong Bay,KTPS012,"64,18,97,54,6,87,42","92,87,23,86,9,100,12",APP2025846,"KTSS006,KTSS013,KTSS002,KTSS011,KTSS009,KTSS018,KTSS017,KTSS014,KTSS003,KTSS019,KTSS008,KTSS010,KTSS005,KTSS016,KTSS020,KTSS004,KTSS012,KTSS001,KTSS007,KTSS015"
KT2025847,Michael Wilson,09/09/2013,41 Lam Tin Road,KTPS019,"71,86,1,91,2,87,76","47,10,31,53,70,58,88",APP2025847,"KTSS019,KTSS003,KTSS001,KTSS015,KTSS018,KTSS014,KTSS011,KTSS004,KTSS005,KTSS006,KTSS002,KTSS012,KTSS010,KTSS020,KTSS017,KTSS013,KTSS008,KTSS009,KTSS016,KTSS007"
KT2025848,Michael Smith,07/01/2013,90 Kowloon Bay,KTPS004,"9,51,2,48,17,14,73","23,89,45,12,24,20,39",APP2025848,"KTSS002,KTSS001,KTSS013,KTSS017,KTSS009,KTSS007,KTSS015,KTSS016,KTSS014,KTSS019,KTSS010,KTSS006,KTSS018,KTSS004,KTSS005,KTSS020,KTSS012,KTSS011,KTSS003,KTSS008"
KT2025849,David Jones,11/27/2013,67 Kowloon Bay,KTPS002,"3,18,11,46,65,99,73","83,49,70,41,83,90,47",APP2025849,"KTSS018,KTSS012,KTSS015,KTSS013,KTSS017,KTSS016,KTSS009,KTSS011,KTSS001,KTSS014,KTSS002,KTSS019,KTSS006,KTSS020,KTSS007,KTSS005,KTSS008,KTSS004,KTSS003,KTSS010"
KT2025850,Alexander Wilson,04/02/2013,61 Hoi Yuen Road,KTPS008,"65,66,23,97,34,87,8","81,8,37,19,70,2,91",APP2025850,"KTSS004,KTSS005,KTSS001,KTSS009,KTSS002,KTSS013,KTSS016,KTSS019,KTSS003,KTSS011,KTSS017,KTSS020,KTSS008,KTSS012,KTSS010,KTSS006,KTSS015,KTSS014,KTSS018,KTSS007"
KT2025851,Michael Hernandez,11/17/2013,40 Sau Mau Ping,KTPS007,"15,92,72,45,11,10,75","26,24,25,10,74,68,17",APP2025851,"KTSS003,KTSS012,KTSS013,KTSS017,KTSS011,KTSS007,KTSS014,KTSS019,KTSS020,KTSS006,KTSS001,KTSS008,KTSS016,KTSS009,KTSS010,KTSS018,KTSS004,KTSS005,KTSS002,KTSS015"
KT2025852,Mia Smith,02/17/2013,85 Kowloon Bay,KTPS002,"90,89,58,37,82,58,24","84,58,2,63,22,19,38",APP2025852,"KTSS010,KTSS020,KTSS004,KTSS013,KTSS005,KTSS008,KTSS018,KTSS019,KTSS003,KTSS011,KTSS001,KTSS014,KTSS006,KTSS009,KTSS007,KTSS012,KTSS002,KTSS017,KTSS015,KTSS016"
KT2025853,Isabella Martinez,05/12/2013,92 Hoi Yuen Road,KTPS013,"52,89,65,7,88,43,8","95,49,18,22,40,88,54",APP2025853,"KTSS020,KTSS007,KTSS003,KTSS010,KTSS011,KTSS006,KTSS002,KTSS015,KTSS014,KTSS013,KTSS016,KTSS001,KTSS012,KTSS004,KTSS019,KTSS009,KTSS008,KTSS005,KTSS017,KTSS018"
KT2025854,Isabella Jones,10/06/2013,2 Tsui Ping Rd,KTPS004,"37,62,51,98,91,85,96","92,47,91,31,51,30,1",APP2025854,"KTSS011,KTSS012,KTSS018,KTSS003,KTSS005,KTSS001,KTSS008,KTSS010,KTSS006,KTSS017,KTSS009,KTSS014,KTSS002,KTSS016,KTSS007,KTSS019,KTSS013,KTSS020,KTSS015,KTSS004"
KT2025855,Mary Rodriguez,05/11/2013,87 Hoi Yuen Road,KTPS020,"17,76,2,7,79,43,82","74,93,56,100,15,13,79",APP2025855,"KTSS007,KTSS020,KTSS015,KTSS008,KTSS013,KTSS012,KTSS011,KTSS001,KTSS006,KTSS009,KTSS018,KTSS017,KTSS002,KTSS016,KTSS004,KTSS005,KTSS010,KTSS019,KTSS014,KTSS003"
KT2025856,Isabella Taylor,10/26/2013,98 Lei Yue Mun,KTPS012,"39,68,35,35,97,90,64","69,15,54,74,23,18,48",APP2025856,"KTSS017,KTSS001,KTSS005,KTSS012,KTSS018,KTSS009,KTSS010,KTSS002,KTSS014,KTSS008,KTSS007,KTSS003,KTSS020,KTSS004,KTSS015,KTSS019,KTSS016,KTSS011,KTSS013,KTSS006"
KT2025857,Mary Davis,09/10/2013,38 Yau Tong Bay,KTPS015,"49,57,46,46,24,43,100","67,83,10,4,80,23,8",APP2025857,"KTSS013,KTSS015,KTSS006,KTSS007,KTSS004,KTSS014,KTSS011,KTSS003,KTSS019,KTSS020,KTSS002,KTSS017,KTSS016,KTSS005,KTSS012,KTSS001,KTSS008,KTSS018,KTSS009,KTSS010"
KT2025858,Amelia Martin,09/03/2013,31 Ngau Tau Kok Rd,KTPS020,"19,3,10,5,16,35,83","36,70,4,89,78,74,68",APP2025858,"KTSS010,KTSS008,KTSS011,KTSS012,KTSS016,KTSS005,KTSS019,KTSS013,KTSS018,KTSS006,KTSS017,KTSS003,KTSS001,KTSS015,KTSS007,KTSS014,KTSS004,KTSS002,KTSS009,KTSS020"
KT2025859,Sarah Moore,05/16/2013,30 Tsui Ping Rd,KTPS008,"95,86,77,6,42,99,99","51,44,61,89,33,82,99",APP2025859,"KTSS016,KTSS007,KTSS001,KTSS002,KTSS005,KTSS011,KTSS009,KTSS015,KTSS006,KTSS017,KTSS014,KTSS013,KTSS020,KTSS003,KTSS012,KTSS010,KTSS004,KTSS019,KTSS008,KTSS018"
KT2025860,Mia Gonzalez,08/16/2013,66 Kowloon Bay,KTPS014,"72,38,41,96,52,27,0","22,90,52,18,54,7,23",APP2025860,"KTSS016,KTSS014,KTSS001,KTSS007,KTSS019,KTSS003,KTSS006,KTSS012,KTSS017,KTSS008,KTSS018,KTSS004,KTSS009,KTSS015,KTSS002,KTSS020,KTSS005,KTSS011,KTSS010,KTSS013"
KT2025861,Sarah Smith,04/06/2013,50 Kwun Tong Rd,KTPS008,"23,92,65,95,26,44,59","90,72,68,10,86,62,47",APP2025861,"KTSS019,KTSS005,KTSS003,KTSS018,KTSS013,KTSS011,KTSS008,KTSS002,KTSS001,KTSS020,KTSS016,KTSS012,KTSS010,KTSS014,KTSS006,KTSS004,KTSS017,KTSS015,KTSS009,KTSS007"
